"ItemType","ID","Model"
"Static","CaveGLHall1Way128R01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128R0..."
"Static","CaveGLHall1Way128R01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128R0..."
"Static","CaveGLHall1Way128R01FalmerLight","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128R0..."
"Static","CaveGLHall1Way128R01Ice","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128R0..."
"Static","CaveGLHall1Way128Short01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128Sh..."
"Static","CaveGLHall1Way128U01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128U0..."
"Static","CaveGLHall1Way128U01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128U0..."
"Static","CaveGLHall1Way128U01FalmerCustom01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128U0..."
"Static","CaveGLHall1Way128U01ice","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128U0..."
"Static","CaveGLHall1Way256Short01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way256Sh..."
"Static","CaveGLHall1Way256Short01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way256Sh..."
"Static","CaveGLHall1Way256Short01ice","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way256Sh..."
"Static","CaveGLHall1Way64D01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64D01..."
"Static","CaveGLHall1Way64D01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64D01..."
"Static","CaveGLHall1Way64L01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64L01..."
"Static","CaveGLHall1Way64L01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64L01..."
"Static","CaveGLHall1Way64R01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64R01..."
"Static","CaveGLHall1Way64R01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64R01..."
"Static","CaveGLHall1Way64Short01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64Sho..."
"Static","CaveGLHall1Way64Short01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64Sho..."
"Static","CaveGLHall1Way64U01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64U01..."
"Static","CaveGLHall1Way64U01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way64U01..."
"Static","CaveGLHall2Way01","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way01.ni..."
"Static","CaveGLHall2Way01c","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way01c.n..."
"Static","CaveGLHall2Way01cFalmer","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way01c.n..."
"Static","CaveGLHall2Way01cLtSnow","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way01c.n..."
"Static","CaveGLHall2Way01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way01.ni..."
"Static","CaveGLHall2Way01ice","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way01.ni..."
"Static","CaveGLHall2Way02","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way02.ni..."
"Static","CaveGLHall2Way02c","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way02c.n..."
"Static","CaveGLHall2Way02cFalmer","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way02c.n..."
"Static","CaveGLHall2Way02cFalmerCustom01","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way02c.n..."
"Static","CaveGLHall2Way02cIce","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way02c.n..."
"Static","CaveGLHall2Way02Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way02.ni..."
"Static","CaveGLHall2Way02ice","Dungeons\Caves\Green\LargeHall\CaveGLHall2Way02.ni..."
"Static","CaveGLHall3Way01","Dungeons\Caves\Green\LargeHall\CaveGLHall3Way01.ni..."
"Static","CaveGLHall3Way01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall3Way01.ni..."
"Static","CaveGLHall3Way01ice","Dungeons\Caves\Green\LargeHall\CaveGLHall3Way01.ni..."
"Static","CaveGLHall3Way02","Dungeons\Caves\Green\LargeHall\CaveGLHall3Way02.ni..."
"Static","CaveGLHall3Way02Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall3Way02.ni..."
"Static","CaveGLHall3Way02ice","Dungeons\Caves\Green\LargeHall\CaveGLHall3Way02.ni..."
"Static","CaveGLHall4Way01","Dungeons\Caves\Green\LargeHall\CaveGLHall4Way01.ni..."
"Static","CaveGLHall4Way01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall4Way01.ni..."
"Static","CaveGLHall4Way01ice","Dungeons\Caves\Green\LargeHall\CaveGLHall4Way01.ni..."
"Static","CaveGLHallDeadEnd01","Dungeons\Caves\Green\LargeHall\CaveGLHallDeadEnd01..."
"Static","CaveGLHallDeadEnd01c","Dungeons\Caves\Green\LargeHall\CaveGLHallDeadEnd01..."
"Static","CaveGLHallDeadEnd01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDeadEnd01..."
"Static","CaveGLHallDeadEnd01ice","Dungeons\Caves\Green\LargeHall\CaveGLHallDeadEnd01..."
"Static","CaveGLHallDeadEnd02","Dungeons\Caves\Green\LargeHall\CaveGLHallDeadEnd02..."
"Static","CaveGLHallDeadEnd02c","Dungeons\Caves\Green\LargeHall\CaveGLHallDeadEnd02..."
"Static","CaveGLHallDeadEnd02cFalmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDeadEnd02..."
"Static","CaveGLHallDeadEnd02cIce","Dungeons\Caves\Green\LargeHall\CaveGLHallDeadEnd02..."
"Static","CaveGLHallDeadEnd02Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDeadEnd02..."
"Static","CaveGLHallDeadEnd02ice","Dungeons\Caves\Green\LargeHall\CaveGLHallDeadEnd02..."
"Static","CaveGLHallDetwist01","Dungeons\Caves\Green\LargeHall\CaveGLHallDetwist01..."
"Static","CaveGLHallDetwist01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDetwist01..."
"Static","CaveGLHallDetwist02","Dungeons\Caves\Green\LargeHall\CaveGLHallDetwist02..."
"Static","CaveGLHallDetwist02Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDetwist02..."
"Static","CaveGLHallDoor01","Dungeons\Caves\Green\LargeHall\CaveGLHallDoor01.ni..."
"Static","CaveGLHallDoor01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDoor01.ni..."
"Static","CaveGLHallDoor01ice","Dungeons\Caves\Green\LargeHall\CaveGLHallDoor01.ni..."
"Static","CaveGLHallDoor02","Dungeons\Caves\Green\LargeHall\CaveGLHallDoor02.ni..."
"Static","CaveGLHallDoor02Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDoor02.ni..."
"Static","CaveGLHallDoor02Ice","Dungeons\Caves\Green\LargeHall\CaveGLHallDoor02.ni..."
"Static","CaveGLHallDoor02Ice2","Dungeons\Caves\Green\LargeHall\CaveGLHallDoor02.ni..."
"Static","CaveGLHallDoorB01","Dungeons\Caves\Green\LargeHall\CaveGLHallDoorB01.n..."
"Static","CaveGLHallDoorB01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDoorB01.n..."
"Static","CaveGLHallDoorBB01","Dungeons\Caves\Green\LargeHall\CaveGLHallDoorBB01...."
"Static","CaveGLHallDoorBB01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDoorBB01...."
"Static","CaveGLHallDoorL01","Dungeons\Caves\Green\LargeHall\CaveGLHallDoorL01.n..."
"Static","CaveGLHallDoorL01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDoorL01.n..."
"Static","CaveGLHallDoorLB01","Dungeons\Caves\Green\LargeHall\CaveGLHallDoorLB01...."
"Static","CaveGLHallDoorLB01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDoorLB01...."
"Static","CaveGLHallDoorR01","Dungeons\Caves\Green\LargeHall\CaveGLHallDoorR01.n..."
"Static","CaveGLHallDoorR01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDoorR01.n..."
"Static","CaveGLHallDoorRB01","Dungeons\Caves\Green\LargeHall\CaveGLHallDoorRB01...."
"Static","CaveGLHallDoorRB01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallDoorRB01...."
"Static","CaveGLHallEntrance01","Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance0..."
"Static","CaveGLHallEntrance01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance0..."
"Static","CaveGLHallEntrance01Ice","Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance0..."
"Static","CaveGLHallEntrance01Ice2","Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance0..."
"Static","CaveGLHallEntrance01sn_light","Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance0..."
"Static","CaveGLHallEntrance02","Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance0..."
"Static","CaveGLHallEntrance02Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance0..."
"Static","CaveGLHallEntrance02ice","Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance0..."
"Static","CaveGLHallEntrance02Snow","Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance0..."
"Static","CaveGLHallEntrance02sn_light","Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance0..."
"Static","CaveGLHallEntrance03","Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance0..."
"Static","CaveGLHallEntrance04","Dungeons\Caves\Green\LargeHall\CaveGLHallEntrance0..."
"Static","CaveGLHallRamp01","Dungeons\Caves\Green\LargeHall\CaveGLHallRamp01.ni..."
"Static","CaveGLHallRamp01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallRamp01.ni..."
"Static","CaveGLHallRamp01ice","Dungeons\Caves\Green\LargeHall\CaveGLHallRamp01.ni..."
"Static","CaveGLHallRamp02","Dungeons\Caves\Green\LargeHall\CaveGLHallRamp02.ni..."
"Static","CaveGLHallRamp02Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHallRamp02.ni..."
"Static","CaveGLHallRamp02HvSnow","Dungeons\Caves\Green\LargeHall\CaveGLHallRamp02.ni..."
"Static","CaveGLHallRamp02Ice","Dungeons\Caves\Green\LargeHall\CaveGLHallRamp02.ni..."
"Static","CaveGLHallRamp02LtSnow","Dungeons\Caves\Green\LargeHall\CaveGLHallRamp02.ni..."
"Static","CaveGLHallRamp02sn_light","Dungeons\Caves\Green\LargeHall\CaveGLHallRamp02.ni..."
"Static","CaveGLPillar01","Dungeons\Caves\Green\Pillars\CaveGLPillar01.nif"
"Static","CaveGLPillar01Falmer","Dungeons\Caves\Green\Pillars\CaveGLPillar01.nif"
"Static","CaveGLPillar01ice","Dungeons\Caves\Green\Pillars\CaveGLPillar01.nif"
"Static","CaveGLPillar01SnowTEMP","Dungeons\Caves\Green\Pillars\CaveGLPillar01.nif"
"Static","CaveGLPillar02","Dungeons\Caves\Green\Pillars\CaveGLPillar02.nif"
"Static","CaveGLPillar02ice","Dungeons\Caves\Green\Pillars\CaveGLPillar02.nif"
"Static","CaveGLPillar03","Dungeons\Caves\Green\Pillars\CaveGLPillar03.nif"
"Static","CaveGLPillar03ice","Dungeons\Caves\Green\Pillars\CaveGLPillar03.nif"
"Static","CaveGLPillar04","Dungeons\Caves\Green\Pillars\CaveGLPillar04.nif"
"Static","CaveGLPillar04ice","Dungeons\Caves\Green\Pillars\CaveGLPillar04.nif"
"Static","CaveGLPillar05","Dungeons\Caves\Green\Pillars\CaveGLPillar05.nif"
"Static","CaveGLPillar05ice","Dungeons\Caves\Green\Pillars\CaveGLPillar05.nif"
"Static","CaveGLPillar06","Dungeons\Caves\Green\Pillars\CaveGLPillar06.nif"
"Static","CaveGLPillar06Falmer","Dungeons\Caves\Green\Pillars\CaveGLPillar06.nif"
"Static","CaveGLPillar06ice","Dungeons\Caves\Green\Pillars\CaveGLPillar06.nif"
"Static","CaveGLRoomCorner01","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner01...."
"Static","CaveGLRoomCorner01c","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner01c..."
"Static","CaveGLRoomCorner01cIce","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner01c..."
"Static","CaveGLRoomCorner01Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner01...."
"Static","CaveGLRoomCorner01ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner01...."
"Static","CaveGLRoomCorner02","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner02...."
"Static","CaveGLRoomCorner02c","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner02c..."
"Static","CaveGLRoomCorner02cFalmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner02c..."
"Static","CaveGLRoomCorner02Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner02...."
"Static","CaveGLRoomCorner02ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner02...."
"Static","CaveGLRoomCorner03","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner03...."
"Static","CaveGLRoomCorner03c","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner03c..."
"Static","CaveGLRoomCorner03cice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner03c..."
"Static","CaveGLRoomCorner03Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner03...."
"Static","CaveGLRoomCorner03ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner03...."
"Static","CaveGLRoomCorner04","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner04...."
"Static","CaveGLRoomCorner04c","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner04c..."
"Static","CaveGLRoomCorner04Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner04...."
"Static","CaveGLRoomCorner04ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomCorner04...."
"Static","CaveGLRoomDoor01","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoor01.ni..."
"Static","CaveGLRoomDoor01Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoor01.ni..."
"Static","CaveGLRoomDoor02","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoor02.ni..."
"Static","CaveGLRoomDoor02Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoor02.ni..."
"Static","CaveGLRoomDoor02ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoor02.ni..."
"Static","CaveGLRoomDoor03","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoor03.ni..."
"Static","CaveGLRoomDoor03Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoor03.ni..."
"Static","CaveGLRoomDoor03ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoor03.ni..."
"Static","CaveGLRoomDoor04","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoor04.ni..."
"Static","CaveGLRoomDoor04Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoor04.ni..."
"Static","CaveGLRoomDoorB01","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorB01.n..."
"Static","CaveGLRoomDoorB01Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorB01.n..."
"Static","CaveGLRoomDoorB01ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorB01.n..."
"Static","CaveGLRoomDoorB02","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorB02.n..."
"Static","CaveGLRoomDoorB02Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorB02.n..."
"Static","CaveGLRoomDoorB02ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorB02.n..."
"Static","CaveGLRoomDoorB03","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorB03.n..."
"Static","CaveGLRoomDoorB03Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorB03.n..."
"Static","CaveGLRoomDoorB04","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorB04.n..."
"Static","CaveGLRoomDoorB04Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorB04.n..."
"Static","CaveGLRoomDoorB04ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorB04.n..."
"Static","CaveGLRoomDoorL01","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL01.n..."
"Static","CaveGLRoomDoorL01Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL01.n..."
"Static","CaveGLRoomDoorL01ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL01.n..."
"Static","CaveGLRoomDoorL02","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL02.n..."
"Static","CaveGLRoomDoorL02Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL02.n..."
"Static","CaveGLRoomDoorL02Ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL02.n..."
"Static","CaveGLRoomDoorL03","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL03.n..."
"Static","CaveGLRoomDoorL03Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL03.n..."
"Static","CaveGLRoomDoorL03ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL03.n..."
"Static","CaveGLRoomDoorL04","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL04.n..."
"Static","CaveGLRoomDoorL04Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorL04.n..."
"Static","CaveGLRoomDoorLB01","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorLB01...."
"Static","CaveGLRoomDoorLB01Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorLB01...."
"Static","CaveGLRoomDoorLB01ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorLB01...."
"Static","CaveGLRoomDoorLB02","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorLB02...."
"Static","CaveGLRoomDoorLB02Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorLB02...."
"Static","CaveGLRoomDoorLB02Ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorLB02...."
"Static","CaveGLRoomDoorLB03","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorLB03...."
"Static","CaveGLRoomDoorLB03Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorLB03...."
"Static","CaveGLRoomDoorLB03ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorLB03...."
"Static","CaveGLRoomDoorLB04","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorLB04...."
"Static","CaveGLRoomDoorLB04Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomDoorLB04...."
"Static","CaveGLRoomInCorner01","Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner0..."
"Static","CaveGLRoomInCorner01Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner0..."
"Static","CaveGLRoomInCorner01ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner0..."
"Static","CaveGLRoomInCorner02","Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner0..."
"Static","CaveGLRoomInCorner02Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner0..."
"Static","CaveGLRoomInCorner02ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner0..."
"Static","CaveGLRoomInCorner03","Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner0..."
"Static","CaveGLRoomInCorner03Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner0..."
"Static","CaveGLRoomInCorner03ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner0..."
"Static","CaveGLRoomInCorner04","Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner0..."
"Static","CaveGLRoomInCorner04Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner0..."
"Static","CaveGLRoomInCorner04ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomInCorner0..."
"Static","CaveGLRoomMid01","Dungeons\Caves\Green\LargeRoom\CaveGLRoomMid01.nif"
"Static","CaveGLRoomMid01c","Dungeons\Caves\Green\LargeRoom\CaveGLRoomMid01c.ni..."
"Static","CaveGLRoomMid01cFalmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomMid01c.ni..."
"Static","CaveGLRoomMid01cice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomMid01c.ni..."
"Static","CaveGLRoomMid01cSnowLt","Dungeons\Caves\Green\LargeRoom\CaveGLRoomMid01c.ni..."
"Static","CaveGLRoomMid01Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomMid01.nif"
"Static","CaveGLRoomMid01ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomMid01.nif"
"Static","CaveGLRoomWall01","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall01.ni..."
"Static","CaveGLRoomWall01c","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall01c.n..."
"Static","CaveGLRoomWall01cIce","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall01c.n..."
"Static","CaveGLRoomWall01Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall01.ni..."
"Static","CaveGLRoomWall01ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall01.ni..."
"Static","CaveGLRoomWall02","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall02.ni..."
"Static","CaveGLRoomWall02c","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall02c.n..."
"Static","CaveGLRoomWall02Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall02.ni..."
"Static","CaveGLRoomWall02ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall02.ni..."
"Static","CaveGLRoomWall03","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall03.ni..."
"Static","CaveGLRoomWall03c","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall03c.n..."
"Static","CaveGLRoomWall03cice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall03c.n..."
"Static","CaveGLRoomWall03Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall03.ni..."
"Static","CaveGLRoomWall03ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall03.ni..."
"Static","CaveGLRoomWall04","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall04.ni..."
"Static","CaveGLRoomWall04c","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall04c.n..."
"Static","CaveGLRoomWall04cFalmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall04c.n..."
"Static","CaveGLRoomWall04Falmer","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall04.ni..."
"Static","CaveGLRoomWall04ice","Dungeons\Caves\Green\LargeRoom\CaveGLRoomWall04.ni..."
"Static","CaveGLWallCorner01","Dungeons\Caves\Green\LargeWall\CaveGLWallCorner01...."
"Static","CaveGLWallCorner01ice","Dungeons\Caves\Green\LargeWall\CaveGLWallCorner01...."
"Static","CaveGLWallCorner02","Dungeons\Caves\Green\LargeWall\CaveGLWallCorner02...."
"Static","CaveGLWallDoor01","Dungeons\Caves\Green\LargeWall\CaveGLWallDoor01.ni..."
"Static","CaveGLWallDoor01ice","Dungeons\Caves\Green\LargeWall\CaveGLWallDoor01.ni..."
"Static","CaveGLWallDoorB01","Dungeons\Caves\Green\LargeWall\CaveGLWallDoorB01.n..."
"Static","CaveGLWallDoorB01ice","Dungeons\Caves\Green\LargeWall\CaveGLWallDoorB01.n..."
"Static","CaveGLWallDoorL01","Dungeons\Caves\Green\LargeWall\CaveGLWallDoorL01.n..."
"Static","CaveGLWallDoorL01ice","Dungeons\Caves\Green\LargeWall\CaveGLWallDoorL01.n..."
"Static","CaveGLWallDoorLB01","Dungeons\Caves\Green\LargeWall\CaveGLWallDoorLB01...."
"Static","CaveGLWallDoorLB01ice","Dungeons\Caves\Green\LargeWall\CaveGLWallDoorLB01...."
"Static","CaveGLWallInCorner01","Dungeons\Caves\Green\LargeWall\CaveGLWallInCorner0..."
"Static","CaveGLWallInCorner01ice","Dungeons\Caves\Green\LargeWall\CaveGLWallInCorner0..."
"Static","CaveGLWallInCorner02","Dungeons\Caves\Green\LargeWall\CaveGLWallInCorner0..."
"Static","CaveGLWallStraight01","Dungeons\Caves\Green\LargeWall\CaveGLWallStraight0..."
"Static","CaveGLWallStraight01ice","Dungeons\Caves\Green\LargeWall\CaveGLWallStraight0..."
"Static","CaveGLWallStraight02","Dungeons\Caves\Green\LargeWall\CaveGLWallStraight0..."
"Static","CaveGLWallStraight02ice","Dungeons\Caves\Green\LargeWall\CaveGLWallStraight0..."
"Static","CaveGPillar01","Dungeons\Caves\Green\Pillars\CaveGPillar01.nif"
"Static","CaveGPillar01ice","Dungeons\Caves\Green\Pillars\CaveGPillar01.nif"
"Static","CaveGPillar02","Dungeons\Caves\Green\Pillars\CaveGPillar02.nif"
"Static","CaveGPillar02ice","Dungeons\Caves\Green\Pillars\CaveGPillar02.nif"
"Static","CaveGPillar03","Dungeons\Caves\Green\Pillars\CaveGPillar03.nif"
"Static","CaveGPillar03ice","Dungeons\Caves\Green\Pillars\CaveGPillar03.nif"
"Static","CaveGPillar04","Dungeons\Caves\Green\Pillars\CaveGPillar04.nif"
"Static","CaveGPillar04Ice","Dungeons\Caves\Green\Pillars\CaveGPillar04.nif"
"Static","CaveGPillar05","Dungeons\Caves\Green\Pillars\CaveGPillar05.nif"
"Static","CaveGPillar05ice","Dungeons\Caves\Green\Pillars\CaveGPillar05.nif"
"Static","CaveGPillar06","Dungeons\Caves\Green\Pillars\CaveGPillar06.nif"
"Static","CaveGPillar06ice","Dungeons\Caves\Green\Pillars\CaveGPillar06.nif"
"Static","CaveGRockL01","Dungeons\Caves\Green\Rocks\CaveGRockL01.nif"
"Static","CaveGRockL01ice","Dungeons\Caves\Green\Rocks\CaveGRockL01.nif"
"Static","CaveGRockL01SnowTEMP","Dungeons\Caves\Green\Rocks\CaveGRockL01.nif"
"Static","CaveGRockL02","Dungeons\Caves\Green\Rocks\CaveGRockL02.nif"
"Static","CaveGRockL02Ice","Dungeons\Caves\Green\Rocks\CaveGRockL02.nif"
"Static","CaveGRockL03","Dungeons\Caves\Green\Rocks\CaveGRockL03.nif"
"Static","CaveGRockL03ice","Dungeons\Caves\Green\Rocks\CaveGRockL03.nif"
"Static","CaveGRockL04","Dungeons\Caves\Green\Rocks\CaveGRockL04.nif"
"Static","CaveGRockL04ice","Dungeons\Caves\Green\Rocks\CaveGRockL04.nif"
"Static","CaveGRockL05","Dungeons\Caves\Green\Rocks\CaveGRockL05.nif"
"Static","CaveGRockL05ice","Dungeons\Caves\Green\Rocks\CaveGRockL05.nif"
"Static","CaveGRockM01","Dungeons\Caves\Green\Rocks\CaveGRockM01.nif"
"Static","CaveGRockM01ice","Dungeons\Caves\Green\Rocks\CaveGRockM01.nif"
"Static","CaveGRockM01SnowLight","Dungeons\Caves\Green\Rocks\CaveGRockM01.nif"
"Static","CaveGRockM02","Dungeons\Caves\Green\Rocks\CaveGRockM02.nif"
"Static","CaveGRockM02ice","Dungeons\Caves\Green\Rocks\CaveGRockM02.nif"
